County,State,FIPS County Code,Rate,Year
"Aleutians East, AK",AK,2013,–,2015
"Aleutians West, AK",AK,2016,–,2015
"Anchorage, AK",AK,2020,68.2,2015
"Bethel, AK",AK,2050,–,2015
"Bristol Bay, AK",AK,2060,–,2015
"Denali, AK",AK,2068,–,2015
"Dillingham, AK",AK,2070,–,2015
"Fairbanks North Star, AK",AK,2090,50.5,2015
"Haines, AK",AK,2100,–,2015
"Hoonah-Angoon, AK",AK,2105,–,2015
"Juneau, AK",AK,2110,81.3,2015
"Kenai Peninsula, AK",AK,2122,100.1,2015
"Ketchikan Gateway, AK",AK,2130,101.8,2015
"Kodiak Island, AK",AK,2150,34.2,2015
"Lake and Peninsula, AK",AK,2164,–,2015
"Matanuska-Susitna, AK",AK,2170,78.9,2015
"Nome, AK",AK,2180,–,2015
"North Slope, AK",AK,2185,–,2015
"Northwest Arctic, AK",AK,2188,–,2015
"Petersburg, AK",AK,2195,80.3,2015
"Prince of Wales-Hyder, AK",AK,2198,63.9,2015
"Sitka, AK",AK,2220,10.5,2015
"Skagway, AK",AK,2230,–,2015
"Southeast Fairbanks, AK",AK,2240,–,2015
"Valdez-Cordova, AK",AK,2261,43,2015
"Wade Hampton, AK",AK,2270,–,2015
"Wrangell, AK",AK,2275,0.4,2015
"Yakutat, AK",AK,2282,–,2015
"Yukon-Koyukuk, AK",AK,2290,–,2015
"Autauga, AL",AL,1001,129.9,2015
"Baldwin, AL",AL,1003,132.1,2015
"Barbour, AL",AL,1005,93.3,2015
"Bibb, AL",AL,1007,69.4,2015
"Blount, AL",AL,1009,57.9,2015
"Bullock, AL",AL,1011,23.4,2015
"Butler, AL",AL,1013,140.5,2015
"Calhoun, AL",AL,1015,165.4,2015
"Chambers, AL",AL,1017,147.3,2015
"Cherokee, AL",AL,1019,169.2,2015
"Chilton, AL",AL,1021,120.6,2015
"Choctaw, AL",AL,1023,97,2015
"Clarke, AL",AL,1025,165.6,2015
"Clay, AL",AL,1027,139.7,2015
"Cleburne, AL",AL,1029,51.1,2015
"Coffee, AL",AL,1031,131.9,2015
"Colbert, AL",AL,1033,222.9,2015
"Conecuh, AL",AL,1035,102.8,2015
"Coosa, AL",AL,1037,26.8,2015
"Covington, AL",AL,1039,198.8,2015
"Crenshaw, AL",AL,1041,94,2015
"Cullman, AL",AL,1043,172,2015
"Dale, AL",AL,1045,63.8,2015
"Dallas, AL",AL,1047,115.7,2015
"DeKalb, AL",AL,1049,117.6,2015
"Elmore, AL",AL,1051,113.1,2015
"Escambia, AL",AL,1053,174.3,2015
"Etowah, AL",AL,1055,171.9,2015
"Fayette, AL",AL,1057,162,2015
"Franklin, AL",AL,1059,222.4,2015
"Geneva, AL",AL,1061,56.4,2015
"Greene, AL",AL,1063,78.7,2015
"Hale, AL",AL,1065,85.1,2015
"Henry, AL",AL,1067,49.2,2015
"Houston, AL",AL,1069,146.6,2015
"Jackson, AL",AL,1071,117.3,2015
"Jefferson, AL",AL,1073,123.4,2015
"Lamar, AL",AL,1075,107.9,2015
"Lauderdale, AL",AL,1077,140.2,2015
"Lawrence, AL",AL,1079,126.2,2015
"Lee, AL",AL,1081,63.2,2015
"Limestone, AL",AL,1083,70.2,2015
"Lowndes, AL",AL,1085,0.4,2015
"Macon, AL",AL,1087,62.3,2015
"Madison, AL",AL,1089,117.4,2015
"Marengo, AL",AL,1091,130.8,2015
"Marion, AL",AL,1093,192.9,2015
"Marshall, AL",AL,1095,200.4,2015
"Mobile, AL",AL,1097,143,2015
"Monroe, AL",AL,1099,134.5,2015
"Montgomery, AL",AL,1101,87,2015
"Morgan, AL",AL,1103,138,2015
"Perry, AL",AL,1105,4,2015
"Pickens, AL",AL,1107,98.9,2015
"Pike, AL",AL,1109,104.7,2015
"Randolph, AL",AL,1111,112.1,2015
"Russell, AL",AL,1113,117.9,2015
"St. Clair, AL",AL,1115,107.6,2015
"Shelby, AL",AL,1117,103.4,2015
"Sumter, AL",AL,1119,41.3,2015
"Talladega, AL",AL,1121,140.1,2015
"Tallapoosa, AL",AL,1123,103.1,2015
"Tuscaloosa, AL",AL,1125,114,2015
"Walker, AL",AL,1127,249.9,2015
"Washington, AL",AL,1129,37.8,2015
"Wilcox, AL",AL,1131,63.5,2015
"Winston, AL",AL,1133,169.3,2015
"Arkansas, AR",AR,5001,84.3,2015
"Ashley, AR",AR,5003,120.7,2015
"Baxter, AR",AR,5005,140.5,2015
"Benton, AR",AR,5007,93.2,2015
"Boone, AR",AR,5009,169.5,2015
"Bradley, AR",AR,5011,129.3,2015
"Calhoun, AR",AR,5013,88.7,2015
"Carroll, AR",AR,5015,72.2,2015
"Chicot, AR",AR,5017,85.4,2015
"Clark, AR",AR,5019,99.7,2015
"Clay, AR",AR,5021,144.2,2015
"Cleburne, AR",AR,5023,111.9,2015
"Cleveland, AR",AR,5025,0.6,2015
"Columbia, AR",AR,5027,116.6,2015
"Conway, AR",AR,5029,133.7,2015
"Craighead, AR",AR,5031,164.4,2015
"Crawford, AR",AR,5033,164.7,2015
"Crittenden, AR",AR,5035,106.5,2015
"Cross, AR",AR,5037,128.1,2015
"Dallas, AR",AR,5039,106.5,2015
"Desha, AR",AR,5041,163.3,2015
"Drew, AR",AR,5043,116.6,2015
"Faulkner, AR",AR,5045,97.4,2015
"Franklin, AR",AR,5047,29.5,2015
"Fulton, AR",AR,5049,93.7,2015
"Garland, AR",AR,5051,182.5,2015
"Grant, AR",AR,5053,80.9,2015
"Greene, AR",AR,5055,174.4,2015
"Hempstead, AR",AR,5057,119.6,2015
"Hot Spring, AR",AR,5059,104.3,2015
"Howard, AR",AR,5061,170.8,2015
"Independence, AR",AR,5063,164.7,2015
"Izard, AR",AR,5065,76.7,2015
"Jackson, AR",AR,5067,148.4,2015
"Jefferson, AR",AR,5069,112.4,2015
"Johnson, AR",AR,5071,136,2015
"Lafayette, AR",AR,5073,1.7,2015
"Lawrence, AR",AR,5075,39.5,2015
"Lee, AR",AR,5077,51.3,2015
"Lincoln, AR",AR,5079,81.8,2015
"Little River, AR",AR,5081,163.8,2015
"Logan, AR",AR,5083,39.8,2015
"Lonoke, AR",AR,5085,110.1,2015
"Madison, AR",AR,5087,79.7,2015
"Marion, AR",AR,5089,85.4,2015
"Miller, AR",AR,5091,129.7,2015
"Mississippi, AR",AR,5093,137,2015
"Monroe, AR",AR,5095,102.8,2015
"Montgomery, AR",AR,5097,108.4,2015
"Nevada, AR",AR,5099,–,2015
"Newton, AR",AR,5101,1.8,2015
"Ouachita, AR",AR,5103,142.5,2015
"Perry, AR",AR,5105,48.3,2015
"Phillips, AR",AR,5107,161.4,2015
"Pike, AR",AR,5109,4.7,2015
"Poinsett, AR",AR,5111,98.4,2015
"Polk, AR",AR,5113,123.3,2015
"Pope, AR",AR,5115,134.1,2015
"Prairie, AR",AR,5117,88.6,2015
"Pulaski, AR",AR,5119,111.6,2015
"Randolph, AR",AR,5121,114.4,2015
"St. Francis, AR",AR,5123,92.4,2015
"Saline, AR",AR,5125,96.9,2015
"Scott, AR",AR,5127,155.5,2015
"Searcy, AR",AR,5129,86,2015
"Sebastian, AR",AR,5131,174.6,2015
"Sevier, AR",AR,5133,65.2,2015
"Sharp, AR",AR,5135,147,2015
"Stone, AR",AR,5137,159.5,2015
"Union, AR",AR,5139,136.3,2015
"Van Buren, AR",AR,5141,109,2015
"Washington, AR",AR,5143,101.6,2015
"White, AR",AR,5145,125.3,2015
"Woodruff, AR",AR,5147,4.7,2015
"Yell, AR",AR,5149,69.3,2015
"Apache, AZ",AZ,4001,18.8,2015
"Cochise, AZ",AZ,4003,83.5,2015
"Coconino, AZ",AZ,4005,56.2,2015
"Gila, AZ",AZ,4007,116.3,2015
"Graham, AZ",AZ,4009,99.2,2015
"Greenlee, AZ",AZ,4011,0.5,2015
"La Paz, AZ",AZ,4012,82.6,2015
"Maricopa, AZ",AZ,4013,73.7,2015
"Mohave, AZ",AZ,4015,133.9,2015
"Navajo, AZ",AZ,4017,70.3,2015
"Pima, AZ",AZ,4019,79.4,2015
"Pinal, AZ",AZ,4021,63.2,2015
"Santa Cruz, AZ",AZ,4023,24.8,2015
"Yavapai, AZ",AZ,4025,104.5,2015
"Yuma, AZ",AZ,4027,58,2015
"Alameda, CA",CA,6001,33.6,2015
"Alpine, CA",CA,6003,–,2015
"Amador, CA",CA,6005,114.7,2015
"Butte, CA",CA,6007,136.9,2015
"Calaveras, CA",CA,6009,92.2,2015
"Colusa, CA",CA,6011,41.2,2015
"Contra Costa, CA",CA,6013,45.8,2015
"Del Norte, CA",CA,6015,147,2015
"El Dorado, CA",CA,6017,68.8,2015
"Fresno, CA",CA,6019,59.6,2015
"Glenn, CA",CA,6021,66.8,2015
"Humboldt, CA",CA,6023,100.7,2015
"Imperial, CA",CA,6025,53.7,2015
"Inyo, CA",CA,6027,60.7,2015
"Kern, CA",CA,6029,62.4,2015
"Kings, CA",CA,6031,67.7,2015
"Lake, CA",CA,6033,137,2015
"Lassen, CA",CA,6035,93.4,2015
"Los Angeles, CA",CA,6037,35.3,2015
"Madera, CA",CA,6039,52.6,2015
"Marin, CA",CA,6041,39.4,2015
"Mariposa, CA",CA,6043,69.8,2015
"Mendocino, CA",CA,6045,118.2,2015
"Merced, CA",CA,6047,68.5,2015
"Modoc, CA",CA,6049,100.2,2015
"Mono, CA",CA,6051,54,2015
"Monterey, CA",CA,6053,55.6,2015
"Napa, CA",CA,6055,46.4,2015
"Nevada, CA",CA,6057,86,2015
"Orange, CA",CA,6059,43.9,2015
"Placer, CA",CA,6061,66.5,2015
"Plumas, CA",CA,6063,90.2,2015
"Riverside, CA",CA,6065,52.4,2015
"Sacramento, CA",CA,6067,53.8,2015
"San Benito, CA",CA,6069,50.4,2015
"San Bernardino, CA",CA,6071,54.8,2015
"San Diego, CA",CA,6073,42.7,2015
"San Francisco, CA",CA,6075,35.4,2015
"San Joaquin, CA",CA,6077,59.2,2015
"San Luis Obispo, CA",CA,6079,77.3,2015
"San Mateo, CA",CA,6081,33.2,2015
"Santa Barbara, CA",CA,6083,57.6,2015
"Santa Clara, CA",CA,6085,26.1,2015
"Santa Cruz, CA",CA,6087,62.3,2015
"Shasta, CA",CA,6089,132.5,2015
"Sierra, CA",CA,6091,28.7,2015
"Siskiyou, CA",CA,6093,124,2015
"Solano, CA",CA,6095,46.7,2015
"Sonoma, CA",CA,6097,58,2015
"Stanislaus, CA",CA,6099,90.8,2015
"Sutter, CA",CA,6101,108.8,2015
"Tehama, CA",CA,6103,103.9,2015
"Trinity, CA",CA,6105,110.2,2015
"Tulare, CA",CA,6107,68.8,2015
"Tuolumne, CA",CA,6109,126.4,2015
"Ventura, CA",CA,6111,56.7,2015
"Yolo, CA",CA,6113,47.6,2015
"Yuba, CA",CA,6115,92,2015
"Adams, CO",CO,8001,56.6,2015
"Alamosa, CO",CO,8003,165.5,2015
"Arapahoe, CO",CO,8005,63.6,2015
"Archuleta, CO",CO,8007,77.6,2015
"Baca, CO",CO,8009,81.2,2015
"Bent, CO",CO,8011,65.5,2015
"Boulder, CO",CO,8013,51.3,2015
"Broomfield, CO",CO,8014,55.4,2015
"Chaffee, CO",CO,8015,97.9,2015
"Cheyenne, CO",CO,8017,73,2015
"Clear Creek, CO",CO,8019,36.1,2015
"Conejos, CO",CO,8021,1.3,2015
"Costilla, CO",CO,8023,–,2015
"Crowley, CO",CO,8025,32.3,2015
"Custer, CO",CO,8027,–,2015
"Delta, CO",CO,8029,90.4,2015
"Denver, CO",CO,8031,44.3,2015
"Dolores, CO",CO,8033,–,2015
"Douglas, CO",CO,8035,54.9,2015
"Eagle, CO",CO,8037,48.6,2015
"Elbert, CO",CO,8039,35.1,2015
"El Paso, CO",CO,8041,72.5,2015
"Fremont, CO",CO,8043,76.4,2015
"Garfield, CO",CO,8045,86.2,2015
"Gilpin, CO",CO,8047,–,2015
"Grand, CO",CO,8049,47.4,2015
"Gunnison, CO",CO,8051,54.5,2015
"Hinsdale, CO",CO,8053,–,2015
"Huerfano, CO",CO,8055,77.7,2015
"Jackson, CO",CO,8057,–,2015
"Jefferson, CO",CO,8059,76.3,2015
"Kiowa, CO",CO,8061,131.5,2015
"Kit Carson, CO",CO,8063,42.6,2015
"Lake, CO",CO,8065,53.5,2015
"La Plata, CO",CO,8067,63.6,2015
"Larimer, CO",CO,8069,70,2015
"Las Animas, CO",CO,8071,135.6,2015
"Lincoln, CO",CO,8073,1.2,2015
"Logan, CO",CO,8075,90.9,2015
"Mesa, CO",CO,8077,86.2,2015
"Mineral, CO",CO,8079,–,2015
"Moffat, CO",CO,8081,109.8,2015
"Montezuma, CO",CO,8083,99.5,2015
"Montrose, CO",CO,8085,88.9,2015
"Morgan, CO",CO,8087,74.4,2015
"Otero, CO",CO,8089,111.4,2015
"Ouray, CO",CO,8091,39.9,2015
"Park, CO",CO,8093,0,2015
"Phillips, CO",CO,8095,33.2,2015
"Pitkin, CO",CO,8097,28.4,2015
"Prowers, CO",CO,8099,88.4,2015
"Pueblo, CO",CO,8101,116.5,2015
"Rio Blanco, CO",CO,8103,29.2,2015
"Rio Grande, CO",CO,8105,91.7,2015
"Routt, CO",CO,8107,69.3,2015
"Saguache, CO",CO,8109,–,2015
"San Juan, CO",CO,8111,–,2015
"San Miguel, CO",CO,8113,41.6,2015
"Sedgwick, CO",CO,8115,3.5,2015
"Summit, CO",CO,8117,66.1,2015
"Teller, CO",CO,8119,115.6,2015
"Washington, CO",CO,8121,–,2015
"Weld, CO",CO,8123,63,2015
"Yuma, CO",CO,8125,77.7,2015
"Fairfield, CT",CT,9001,48.2,2015
"Hartford, CT",CT,9003,62.7,2015
"Litchfield, CT",CT,9005,66.9,2015
"Middlesex, CT",CT,9007,70.5,2015
"New Haven, CT",CT,9009,70.6,2015
"New London, CT",CT,9011,74.9,2015
"Tolland, CT",CT,9013,52.3,2015
"Windham, CT",CT,9015,78.1,2015
"District of Columbia, DC",DC,11001,35.7,2015
"Kent, DE",DE,10001,84.4,2015
"New Castle, DE",DE,10003,78.3,2015
"Sussex, DE",DE,10005,100.1,2015
"Alachua, FL",FL,12001,69.3,2015
"Baker, FL",FL,12003,116.9,2015
"Bay, FL",FL,12005,121.5,2015
"Bradford, FL",FL,12007,92.9,2015
"Brevard, FL",FL,12009,93,2015
"Broward, FL",FL,12011,52,2015
"Calhoun, FL",FL,12013,75.2,2015
"Charlotte, FL",FL,12015,77.8,2015
"Citrus, FL",FL,12017,104,2015
"Clay, FL",FL,12019,88.5,2015
"Collier, FL",FL,12021,58.5,2015
"Columbia, FL",FL,12023,119.5,2015
"DeSoto, FL",FL,12027,54.5,2015
"Dixie, FL",FL,12029,48,2015
"Duval, FL",FL,12031,88.6,2015
"Escambia, FL",FL,12033,116.4,2015
"Flagler, FL",FL,12035,77.6,2015
"Franklin, FL",FL,12037,93.6,2015
"Gadsden, FL",FL,12039,58.4,2015
"Gilchrist, FL",FL,12041,46.8,2015
"Glades, FL",FL,12043,4.9,2015
"Gulf, FL",FL,12045,136.5,2015
"Hamilton, FL",FL,12047,37,2015
"Hardee, FL",FL,12049,42.1,2015
"Hendry, FL",FL,12051,68.9,2015
"Hernando, FL",FL,12053,109.3,2015
"Highlands, FL",FL,12055,79.5,2015
"Hillsborough, FL",FL,12057,67,2015
"Holmes, FL",FL,12059,86,2015
"Indian River, FL",FL,12061,96.7,2015
"Jackson, FL",FL,12063,107.2,2015
"Jefferson, FL",FL,12065,51.4,2015
"Lafayette, FL",FL,12067,60.2,2015
"Lake, FL",FL,12069,82.4,2015
"Lee, FL",FL,12071,65.4,2015
"Leon, FL",FL,12073,68.7,2015
"Levy, FL",FL,12075,102.9,2015
"Liberty, FL",FL,12077,40,2015
"Madison, FL",FL,12079,80.4,2015
"Manatee, FL",FL,12081,77.3,2015
"Marion, FL",FL,12083,89.8,2015
"Martin, FL",FL,12085,74.1,2015
"Miami-Dade, FL",FL,12086,32,2015
"Monroe, FL",FL,12087,79.8,2015
"Nassau, FL",FL,12089,111.4,2015
"Okaloosa, FL",FL,12091,87.5,2015
"Okeechobee, FL",FL,12093,115.9,2015
"Orange, FL",FL,12095,46,2015
"Osceola, FL",FL,12097,56.3,2015
"Palm Beach, FL",FL,12099,59.9,2015
"Pasco, FL",FL,12101,85,2015
"Pinellas, FL",FL,12103,83.6,2015
"Polk, FL",FL,12105,69.7,2015
"Putnam, FL",FL,12107,113.6,2015
"St. Johns, FL",FL,12109,64.3,2015
"St. Lucie, FL",FL,12111,68,2015
"Santa Rosa, FL",FL,12113,99.1,2015
"Sarasota, FL",FL,12115,80.3,2015
"Seminole, FL",FL,12117,53.5,2015
"Sumter, FL",FL,12119,73,2015
"Suwannee, FL",FL,12121,88.9,2015
"Taylor, FL",FL,12123,112.3,2015
"Union, FL",FL,12125,61.3,2015
"Volusia, FL",FL,12127,81.1,2015
"Wakulla, FL",FL,12129,84.7,2015
"Walton, FL",FL,12131,84.3,2015
"Washington, FL",FL,12133,142.1,2015
"Appling, GA",GA,13001,129.5,2015
"Atkinson, GA",GA,13003,77.9,2015
"Bacon, GA",GA,13005,151.2,2015
"Baker, GA",GA,13007,–,2015
"Baldwin, GA",GA,13009,102.8,2015
"Banks, GA",GA,13011,48,2015
"Barrow, GA",GA,13013,87.7,2015
"Bartow, GA",GA,13015,104.6,2015
"Ben Hill, GA",GA,13017,208.1,2015
"Berrien, GA",GA,13019,57.3,2015
"Bibb, GA",GA,13021,138.8,2015
"Bleckley, GA",GA,13023,143.9,2015
"Brantley, GA",GA,13025,64.7,2015
"Brooks, GA",GA,13027,88.1,2015
"Bryan, GA",GA,13029,88.8,2015
"Bulloch, GA",GA,13031,95.9,2015
"Burke, GA",GA,13033,88,2015
"Butts, GA",GA,13035,104.9,2015
"Calhoun, GA",GA,13037,1,2015
"Camden, GA",GA,13039,74.2,2015
"Candler, GA",GA,13043,160.8,2015
"Carroll, GA",GA,13045,119.3,2015
"Catoosa, GA",GA,13047,124,2015
"Charlton, GA",GA,13049,100,2015
"Chatham, GA",GA,13051,87.8,2015
"Chattahoochee, GA",GA,13053,–,2015
"Chattooga, GA",GA,13055,131.9,2015
"Cherokee, GA",GA,13057,68,2015
"Clarke, GA",GA,13059,98.3,2015
"Clay, GA",GA,13061,55.1,2015
"Clayton, GA",GA,13063,47.8,2015
"Clinch, GA",GA,13065,153.4,2015
"Cobb, GA",GA,13067,61.4,2015
"Coffee, GA",GA,13069,167,2015
"Colquitt, GA",GA,13071,86.3,2015
"Columbia, GA",GA,13073,84.7,2015
"Cook, GA",GA,13075,104.3,2015
"Coweta, GA",GA,13077,81.2,2015
"Crawford, GA",GA,13079,0.9,2015
"Crisp, GA",GA,13081,178.6,2015
"Dade, GA",GA,13083,83.3,2015
"Dawson, GA",GA,13085,149.5,2015
"Decatur, GA",GA,13087,125.2,2015
"DeKalb, GA",GA,13089,45.9,2015
"Dodge, GA",GA,13091,96.9,2015
"Dooly, GA",GA,13093,0.6,2015
"Dougherty, GA",GA,13095,125.4,2015
"Douglas, GA",GA,13097,97,2015
"Early, GA",GA,13099,119.4,2015
"Echols, GA",GA,13101,–,2015
"Effingham, GA",GA,13103,86.7,2015
"Elbert, GA",GA,13105,144.4,2015
"Emanuel, GA",GA,13107,109.8,2015
"Evans, GA",GA,13109,134.5,2015
"Fannin, GA",GA,13111,163.3,2015
"Fayette, GA",GA,13113,88.1,2015
"Floyd, GA",GA,13115,160.1,2015
"Forsyth, GA",GA,13117,52.9,2015
"Franklin, GA",GA,13119,127.6,2015
"Fulton, GA",GA,13121,49.1,2015
"Gilmer, GA",GA,13123,139.4,2015
"Glascock, GA",GA,13125,–,2015
"Glynn, GA",GA,13127,104,2015
"Gordon, GA",GA,13129,120,2015
"Grady, GA",GA,13131,74.7,2015
"Greene, GA",GA,13133,129.3,2015
"Gwinnett, GA",GA,13135,47.1,2015
"Habersham, GA",GA,13137,108,2015
"Hall, GA",GA,13139,97,2015
"Hancock, GA",GA,13141,55,2015
"Haralson, GA",GA,13143,205.1,2015
"Harris, GA",GA,13145,9,2015
"Hart, GA",GA,13147,104.8,2015
"Heard, GA",GA,13149,0.6,2015
"Henry, GA",GA,13151,81.9,2015
"Houston, GA",GA,13153,99.3,2015
"Irwin, GA",GA,13155,61.3,2015
"Jackson, GA",GA,13157,109.3,2015
"Jasper, GA",GA,13159,60.8,2015
"Jeff Davis, GA",GA,13161,104.1,2015
"Jefferson, GA",GA,13163,129,2015
"Jenkins, GA",GA,13165,38,2015
"Johnson, GA",GA,13167,42.1,2015
"Jones, GA",GA,13169,53.9,2015
"Lamar, GA",GA,13171,72.1,2015
"Lanier, GA",GA,13173,16.4,2015
"Laurens, GA",GA,13175,131.5,2015
"Lee, GA",GA,13177,55,2015
"Liberty, GA",GA,13179,58,2015
"Lincoln, GA",GA,13181,2.7,2015
"Long, GA",GA,13183,0,2015
"Lowndes, GA",GA,13185,91.4,2015
"Lumpkin, GA",GA,13187,79.4,2015
"McDuffie, GA",GA,13189,172.2,2015
"McIntosh, GA",GA,13191,71.6,2015
"Macon, GA",GA,13193,74.9,2015
"Madison, GA",GA,13195,115.9,2015
"Marion, GA",GA,13197,19.9,2015
"Meriwether, GA",GA,13199,77,2015
"Miller, GA",GA,13201,115.5,2015
"Mitchell, GA",GA,13205,106.9,2015
"Monroe, GA",GA,13207,66.1,2015
"Montgomery, GA",GA,13209,27.6,2015
"Morgan, GA",GA,13211,83.5,2015
"Murray, GA",GA,13213,100.4,2015
"Muscogee, GA",GA,13215,88.7,2015
"Newton, GA",GA,13217,81.1,2015
"Oconee, GA",GA,13219,64.3,2015
"Oglethorpe, GA",GA,13221,42.4,2015
"Paulding, GA",GA,13223,60.4,2015
"Peach, GA",GA,13225,82.6,2015
"Pickens, GA",GA,13227,127.6,2015
"Pierce, GA",GA,13229,71.6,2015
"Pike, GA",GA,13231,13.8,2015
"Polk, GA",GA,13233,170.8,2015
"Pulaski, GA",GA,13235,96.5,2015
"Putnam, GA",GA,13237,72.8,2015
"Quitman, GA",GA,13239,–,2015
"Rabun, GA",GA,13241,146.9,2015
"Randolph, GA",GA,13243,154.3,2015
"Richmond, GA",GA,13245,92.9,2015
"Rockdale, GA",GA,13247,80.3,2015
"Schley, GA",GA,13249,21.2,2015
"Screven, GA",GA,13251,43.7,2015
"Seminole, GA",GA,13253,195.8,2015
"Spalding, GA",GA,13255,144.1,2015
"Stephens, GA",GA,13257,167.9,2015
"Stewart, GA",GA,13259,59.6,2015
"Sumter, GA",GA,13261,100.1,2015
"Talbot, GA",GA,13263,–,2015
"Taliaferro, GA",GA,13265,–,2015
"Tattnall, GA",GA,13267,56.8,2015
"Taylor, GA",GA,13269,42.2,2015
"Telfair, GA",GA,13271,50.3,2015
"Terrell, GA",GA,13273,48.9,2015
"Thomas, GA",GA,13275,100.7,2015
"Tift, GA",GA,13277,145.1,2015
"Toombs, GA",GA,13279,155.9,2015
"Towns, GA",GA,13281,117.6,2015
"Treutlen, GA",GA,13283,64.7,2015
"Troup, GA",GA,13285,101.5,2015
"Turner, GA",GA,13287,94.2,2015
"Twiggs, GA",GA,13289,0.9,2015
"Union, GA",GA,13291,144.5,2015
"Upson, GA",GA,13293,137.7,2015
"Walker, GA",GA,13295,56.1,2015
"Walton, GA",GA,13297,114.8,2015
"Ware, GA",GA,13299,205.9,2015
"Warren, GA",GA,13301,1,2015
"Washington, GA",GA,13303,103.5,2015
"Wayne, GA",GA,13305,152,2015
"Webster, GA",GA,13307,51.7,2015
"Wheeler, GA",GA,13309,44,2015
"White, GA",GA,13311,92.4,2015
"Whitfield, GA",GA,13313,97,2015
"Wilcox, GA",GA,13315,2.1,2015
"Wilkes, GA",GA,13317,148.4,2015
"Wilkinson, GA",GA,13319,90,2015
"Worth, GA",GA,13321,96.2,2015
"Hawaii, HI",HI,15001,72.1,2015
"Honolulu, HI",HI,15003,35.6,2015
"Kalawao, HI",HI,15005,–,2015
"Kauai, HI",HI,15007,57.7,2015
"Maui, HI",HI,15009,58.4,2015
"Adair, IA",IA,19001,55.2,2015
"Adams, IA",IA,19003,9.3,2015
"Allamakee, IA",IA,19005,48.3,2015
"Appanoose, IA",IA,19007,133.4,2015
"Audubon, IA",IA,19009,52.8,2015
"Benton, IA",IA,19011,15.2,2015
"Black Hawk, IA",IA,19013,79.1,2015
"Boone, IA",IA,19015,61,2015
"Bremer, IA",IA,19017,46.6,2015
"Buchanan, IA",IA,19019,39.2,2015
"Buena Vista, IA",IA,19021,49.5,2015
"Butler, IA",IA,19023,17.7,2015
"Calhoun, IA",IA,19025,63.1,2015
"Carroll, IA",IA,19027,107.7,2015
"Cass, IA",IA,19029,106.3,2015
"Cedar, IA",IA,19031,22.7,2015
"Cerro Gordo, IA",IA,19033,106.5,2015
"Cherokee, IA",IA,19035,58.2,2015
"Chickasaw, IA",IA,19037,36.4,2015
"Clarke, IA",IA,19039,91.3,2015
"Clay, IA",IA,19041,118.7,2015
"Clayton, IA",IA,19043,35.8,2015
"Clinton, IA",IA,19045,86.1,2015
"Crawford, IA",IA,19047,68.8,2015
"Dallas, IA",IA,19049,16.1,2015
"Davis, IA",IA,19051,67.5,2015
"Decatur, IA",IA,19053,47.7,2015
"Delaware, IA",IA,19055,49.6,2015
"Des Moines, IA",IA,19057,106.7,2015
"Dickinson, IA",IA,19059,85.9,2015
"Dubuque, IA",IA,19061,67.8,2015
"Emmet, IA",IA,19063,71.3,2015
"Fayette, IA",IA,19065,68.1,2015
"Floyd, IA",IA,19067,101.1,2015
"Franklin, IA",IA,19069,15.3,2015
"Fremont, IA",IA,19071,74.2,2015
"Greene, IA",IA,19073,96.4,2015
"Grundy, IA",IA,19075,15.8,2015
"Guthrie, IA",IA,19077,6.7,2015
"Hamilton, IA",IA,19079,71.7,2015
"Hancock, IA",IA,19081,0.6,2015
"Hardin, IA",IA,19083,58.7,2015
"Harrison, IA",IA,19085,72.7,2015
"Henry, IA",IA,19087,73.5,2015
"Howard, IA",IA,19089,36.7,2015
"Humboldt, IA",IA,19091,66.8,2015
"Ida, IA",IA,19093,31.1,2015
"Iowa, IA",IA,19095,27.7,2015
"Jackson, IA",IA,19097,39.9,2015
"Jasper, IA",IA,19099,70.1,2015
"Jefferson, IA",IA,19101,96.4,2015
"Johnson, IA",IA,19103,35.7,2015
"Jones, IA",IA,19105,42.8,2015
"Keokuk, IA",IA,19107,–,2015
"Kossuth, IA",IA,19109,43,2015
"Lee, IA",IA,19111,117,2015
"Linn, IA",IA,19113,73.4,2015
"Louisa, IA",IA,19115,29.3,2015
"Lucas, IA",IA,19117,112.4,2015
"Lyon, IA",IA,19119,30.7,2015
"Madison, IA",IA,19121,85.4,2015
"Mahaska, IA",IA,19123,73.6,2015
"Marion, IA",IA,19125,67.6,2015
"Marshall, IA",IA,19127,81.2,2015
"Mills, IA",IA,19129,40.3,2015
"Mitchell, IA",IA,19131,26.5,2015
"Monona, IA",IA,19133,90.7,2015
"Monroe, IA",IA,19135,104.9,2015
"Montgomery, IA",IA,19137,85.4,2015
"Muscatine, IA",IA,19139,66,2015
"O’Brien, IA",IA,19141,56.5,2015
"Osceola, IA",IA,19143,1.5,2015
"Page, IA",IA,19145,117.8,2015
"Palo Alto, IA",IA,19147,45.2,2015
"Plymouth, IA",IA,19149,45.1,2015
"Pocahontas, IA",IA,19151,63.7,2015
"Polk, IA",IA,19153,89,2015
"Pottawattamie, IA",IA,19155,96.2,2015
"Poweshiek, IA",IA,19157,58.2,2015
"Ringgold, IA",IA,19159,96.4,2015
"Sac, IA",IA,19161,21.1,2015
"Scott, IA",IA,19163,78,2015
"Shelby, IA",IA,19165,56.8,2015
"Sioux, IA",IA,19167,28.4,2015
"Story, IA",IA,19169,44.5,2015
"Tama, IA",IA,19171,30.4,2015
