,NewCommitMoYr,GenderID,MostSeriousOffenseID,CommittingCourtID,DrugUsageID,NewCommit_sum,MSO,Gender,Court,DrugUsage,Commit_Date,Year
14592,2012-02-01,12,17,50,9,1,Other Non-Violent,Male,Hampton,Not Reported,2012-02-01,2012
14593,2012-02-01,12,17,111,9,1,Other Non-Violent,Male,Virginia Beach,Not Reported,2012-02-01,2012
14594,2012-02-01,12,18,13,9,2,Drug Sales,Male,Botetourt,Not Reported,2012-02-01,2012
14595,2012-02-01,12,18,15,9,1,Drug Sales,Male,Brunswick,Not Reported,2012-02-01,2012
14596,2012-02-01,12,18,16,5,1,Drug Sales,Male,Buchanan,"Drugs Used, Extent Unknown",2012-02-01,2012
14597,2012-02-01,12,18,19,5,1,Drug Sales,Male,Campbell,"Drugs Used, Extent Unknown",2012-02-01,2012
14598,2012-02-01,12,18,21,9,2,Drug Sales,Male,Carroll,Not Reported,2012-02-01,2012
14599,2012-02-01,12,18,26,5,2,Drug Sales,Male,Chesterfield,"Drugs Used, Extent Unknown",2012-02-01,2012
14600,2012-02-01,12,18,26,9,1,Drug Sales,Male,Chesterfield,Not Reported,2012-02-01,2012
14601,2012-02-01,12,18,31,3,1,Drug Sales,Male,Cumberland,Heavy Use,2012-02-01,2012
14602,2012-02-01,12,18,32,1,1,Drug Sales,Male,Danville,Occasional Use,2012-02-01,2012
14603,2012-02-01,12,18,34,9,2,Drug Sales,Male,Dinwiddie,Not Reported,2012-02-01,2012
14604,2012-02-01,12,18,36,3,1,Drug Sales,Male,Fairfax,Heavy Use,2012-02-01,2012
14605,2012-02-01,12,18,36,5,1,Drug Sales,Male,Fairfax,"Drugs Used, Extent Unknown",2012-02-01,2012
14606,2012-02-01,12,18,37,9,1,Drug Sales,Male,Fauquier,Not Reported,2012-02-01,2012
14607,2012-02-01,12,18,38,3,1,Drug Sales,Male,Floyd,Heavy Use,2012-02-01,2012
14608,2012-02-01,12,18,40,5,1,Drug Sales,Male,Franklin County,"Drugs Used, Extent Unknown",2012-02-01,2012
14609,2012-02-01,12,18,41,3,1,Drug Sales,Male,Frederick,Heavy Use,2012-02-01,2012
14610,2012-02-01,12,18,41,9,2,Drug Sales,Male,Frederick,Not Reported,2012-02-01,2012
14611,2012-02-01,12,18,42,9,1,Drug Sales,Male,Fredericksburg,Not Reported,2012-02-01,2012
14612,2012-02-01,12,18,47,9,3,Drug Sales,Male,Greene,Not Reported,2012-02-01,2012
14613,2012-02-01,12,18,51,1,1,Drug Sales,Male,Hanover,Occasional Use,2012-02-01,2012
14614,2012-02-01,12,18,51,9,2,Drug Sales,Male,Hanover,Not Reported,2012-02-01,2012
14615,2012-02-01,12,18,52,1,1,Drug Sales,Male,Henrico,Occasional Use,2012-02-01,2012
14616,2012-02-01,12,18,52,9,2,Drug Sales,Male,Henrico,Not Reported,2012-02-01,2012
14617,2012-02-01,12,18,54,1,1,Drug Sales,Male,Highland,Occasional Use,2012-02-01,2012
14618,2012-02-01,12,18,59,9,1,Drug Sales,Male,King William,Not Reported,2012-02-01,2012
14619,2012-02-01,12,18,62,1,1,Drug Sales,Male,Loudoun,Occasional Use,2012-02-01,2012
14620,2012-02-01,12,18,63,2,1,Drug Sales,Male,Louisa,Moderate Use,2012-02-01,2012
14621,2012-02-01,12,18,63,3,1,Drug Sales,Male,Louisa,Heavy Use,2012-02-01,2012
14622,2012-02-01,12,18,63,5,1,Drug Sales,Male,Louisa,"Drugs Used, Extent Unknown",2012-02-01,2012
14623,2012-02-01,12,18,63,9,1,Drug Sales,Male,Louisa,Not Reported,2012-02-01,2012
14624,2012-02-01,12,18,65,1,1,Drug Sales,Male,Lynchburg,Occasional Use,2012-02-01,2012
14625,2012-02-01,12,18,65,2,1,Drug Sales,Male,Lynchburg,Moderate Use,2012-02-01,2012
14626,2012-02-01,12,18,65,9,1,Drug Sales,Male,Lynchburg,Not Reported,2012-02-01,2012
14627,2012-02-01,12,18,75,3,3,Drug Sales,Male,Norfolk,Heavy Use,2012-02-01,2012
14628,2012-02-01,12,18,75,9,1,Drug Sales,Male,Norfolk,Not Reported,2012-02-01,2012
14629,2012-02-01,12,18,78,9,1,Drug Sales,Male,Nottoway,Not Reported,2012-02-01,2012
14630,2012-02-01,12,18,79,2,1,Drug Sales,Male,Orange,Moderate Use,2012-02-01,2012
14631,2012-02-01,12,18,79,3,1,Drug Sales,Male,Orange,Heavy Use,2012-02-01,2012
14632,2012-02-01,12,18,80,2,1,Drug Sales,Male,Page,Moderate Use,2012-02-01,2012
14633,2012-02-01,12,18,81,1,1,Drug Sales,Male,Patrick,Occasional Use,2012-02-01,2012
14634,2012-02-01,12,18,81,9,1,Drug Sales,Male,Patrick,Not Reported,2012-02-01,2012
14635,2012-02-01,12,18,82,1,1,Drug Sales,Male,Petersburg,Occasional Use,2012-02-01,2012
14636,2012-02-01,12,18,82,3,1,Drug Sales,Male,Petersburg,Heavy Use,2012-02-01,2012
14637,2012-02-01,12,18,82,5,1,Drug Sales,Male,Petersburg,"Drugs Used, Extent Unknown",2012-02-01,2012
14638,2012-02-01,12,18,84,1,1,Drug Sales,Male,Portsmouth,Occasional Use,2012-02-01,2012
14639,2012-02-01,12,18,85,2,1,Drug Sales,Male,Powhatan,Moderate Use,2012-02-01,2012
14640,2012-02-01,12,18,86,2,1,Drug Sales,Male,Prince Edward,Moderate Use,2012-02-01,2012
14641,2012-02-01,12,18,86,9,1,Drug Sales,Male,Prince Edward,Not Reported,2012-02-01,2012
14642,2012-02-01,12,18,93,5,1,Drug Sales,Male,Richmond City,"Drugs Used, Extent Unknown",2012-02-01,2012
14643,2012-02-01,12,18,93,9,8,Drug Sales,Male,Richmond City,Not Reported,2012-02-01,2012
14644,2012-02-01,12,18,94,3,1,Drug Sales,Male,Roanoke County,Heavy Use,2012-02-01,2012
14645,2012-02-01,12,18,95,3,1,Drug Sales,Male,Roanoke City,Heavy Use,2012-02-01,2012
14646,2012-02-01,12,18,95,9,3,Drug Sales,Male,Roanoke City,Not Reported,2012-02-01,2012
14647,2012-02-01,12,18,97,3,1,Drug Sales,Male,Rockingham,Heavy Use,2012-02-01,2012
14648,2012-02-01,12,18,98,1,1,Drug Sales,Male,Russell,Occasional Use,2012-02-01,2012
14649,2012-02-01,12,18,98,3,1,Drug Sales,Male,Russell,Heavy Use,2012-02-01,2012
14650,2012-02-01,12,18,98,9,3,Drug Sales,Male,Russell,Not Reported,2012-02-01,2012
14651,2012-02-01,12,18,99,5,1,Drug Sales,Male,Salem,"Drugs Used, Extent Unknown",2012-02-01,2012
14652,2012-02-01,12,18,100,1,1,Drug Sales,Male,Scott,Occasional Use,2012-02-01,2012
14653,2012-02-01,12,18,100,3,1,Drug Sales,Male,Scott,Heavy Use,2012-02-01,2012
14654,2012-02-01,12,18,100,9,3,Drug Sales,Male,Scott,Not Reported,2012-02-01,2012
14655,2012-02-01,12,18,104,3,1,Drug Sales,Male,Spotsylvania,Heavy Use,2012-02-01,2012
14656,2012-02-01,12,18,104,9,2,Drug Sales,Male,Spotsylvania,Not Reported,2012-02-01,2012
14657,2012-02-01,12,18,105,9,2,Drug Sales,Male,Stafford,Not Reported,2012-02-01,2012
14658,2012-02-01,12,18,110,3,1,Drug Sales,Male,Tazewell,Heavy Use,2012-02-01,2012
14659,2012-02-01,12,18,110,9,1,Drug Sales,Male,Tazewell,Not Reported,2012-02-01,2012
14660,2012-02-01,12,18,111,3,1,Drug Sales,Male,Virginia Beach,Heavy Use,2012-02-01,2012
14661,2012-02-01,12,18,114,5,1,Drug Sales,Male,Waynesboro,"Drugs Used, Extent Unknown",2012-02-01,2012
14662,2012-02-01,12,18,114,9,1,Drug Sales,Male,Waynesboro,Not Reported,2012-02-01,2012
14663,2012-02-01,12,18,115,3,1,Drug Sales,Male,Westmoreland,Heavy Use,2012-02-01,2012
14664,2012-02-01,12,18,116,9,1,Drug Sales,Male,Williamsburg,Not Reported,2012-02-01,2012
14665,2012-02-01,12,18,117,2,1,Drug Sales,Male,Wise,Moderate Use,2012-02-01,2012
14666,2012-02-01,12,18,117,9,1,Drug Sales,Male,Wise,Not Reported,2012-02-01,2012
14667,2012-02-01,12,18,118,9,1,Drug Sales,Male,Wythe,Not Reported,2012-02-01,2012
14668,2012-02-01,12,18,119,9,1,Drug Sales,Male,York,Not Reported,2012-02-01,2012
14669,2012-02-01,12,19,3,2,1,Drug Possession,Male,Alexandria,Moderate Use,2012-02-01,2012
14670,2012-02-01,12,19,3,9,2,Drug Possession,Male,Alexandria,Not Reported,2012-02-01,2012
14671,2012-02-01,12,19,8,3,1,Drug Possession,Male,Arlington,Heavy Use,2012-02-01,2012
14672,2012-02-01,12,19,9,2,1,Drug Possession,Male,Augusta,Moderate Use,2012-02-01,2012
14673,2012-02-01,12,19,15,5,1,Drug Possession,Male,Brunswick,"Drugs Used, Extent Unknown",2012-02-01,2012
14674,2012-02-01,12,19,20,5,1,Drug Possession,Male,Caroline,"Drugs Used, Extent Unknown",2012-02-01,2012
14675,2012-02-01,12,19,25,1,2,Drug Possession,Male,Chesapeake,Occasional Use,2012-02-01,2012
14676,2012-02-01,12,19,25,3,1,Drug Possession,Male,Chesapeake,Heavy Use,2012-02-01,2012
14677,2012-02-01,12,19,25,5,1,Drug Possession,Male,Chesapeake,"Drugs Used, Extent Unknown",2012-02-01,2012
14678,2012-02-01,12,19,25,9,1,Drug Possession,Male,Chesapeake,Not Reported,2012-02-01,2012
14679,2012-02-01,12,19,26,3,2,Drug Possession,Male,Chesterfield,Heavy Use,2012-02-01,2012
14680,2012-02-01,12,19,28,9,1,Drug Possession,Male,Colonial Heights,Not Reported,2012-02-01,2012
14681,2012-02-01,12,19,36,1,1,Drug Possession,Male,Fairfax,Occasional Use,2012-02-01,2012
14682,2012-02-01,12,19,37,2,1,Drug Possession,Male,Fauquier,Moderate Use,2012-02-01,2012
14683,2012-02-01,12,19,37,3,1,Drug Possession,Male,Fauquier,Heavy Use,2012-02-01,2012
14684,2012-02-01,12,19,44,9,2,Drug Possession,Male,Gloucester,Not Reported,2012-02-01,2012
14685,2012-02-01,12,19,46,9,1,Drug Possession,Male,Grayson,Not Reported,2012-02-01,2012
14686,2012-02-01,12,19,48,9,3,Drug Possession,Male,Greensville,Not Reported,2012-02-01,2012
14687,2012-02-01,12,19,50,3,1,Drug Possession,Male,Hampton,Heavy Use,2012-02-01,2012
14688,2012-02-01,12,19,50,9,3,Drug Possession,Male,Hampton,Not Reported,2012-02-01,2012
14689,2012-02-01,12,19,52,4,1,Drug Possession,Male,Henrico,Therapeutic Community,2012-02-01,2012
14690,2012-02-01,12,19,52,9,2,Drug Possession,Male,Henrico,Not Reported,2012-02-01,2012
14691,2012-02-01,12,19,56,9,1,Drug Possession,Male,Isle of Wight,Not Reported,2012-02-01,2012
14692,2012-02-01,12,19,62,5,1,Drug Possession,Male,Loudoun,"Drugs Used, Extent Unknown",2012-02-01,2012
14693,2012-02-01,12,19,62,9,1,Drug Possession,Male,Loudoun,Not Reported,2012-02-01,2012
14694,2012-02-01,12,19,65,3,1,Drug Possession,Male,Lynchburg,Heavy Use,2012-02-01,2012
14695,2012-02-01,12,19,74,2,2,Drug Possession,Male,Newport News,Moderate Use,2012-02-01,2012
14696,2012-02-01,12,19,74,9,1,Drug Possession,Male,Newport News,Not Reported,2012-02-01,2012
14697,2012-02-01,12,19,75,2,2,Drug Possession,Male,Norfolk,Moderate Use,2012-02-01,2012
14698,2012-02-01,12,19,75,3,3,Drug Possession,Male,Norfolk,Heavy Use,2012-02-01,2012
14699,2012-02-01,12,19,75,9,6,Drug Possession,Male,Norfolk,Not Reported,2012-02-01,2012
14700,2012-02-01,12,19,80,9,1,Drug Possession,Male,Page,Not Reported,2012-02-01,2012
14701,2012-02-01,12,19,82,9,1,Drug Possession,Male,Petersburg,Not Reported,2012-02-01,2012
14702,2012-02-01,12,19,84,2,1,Drug Possession,Male,Portsmouth,Moderate Use,2012-02-01,2012
14703,2012-02-01,12,19,84,3,1,Drug Possession,Male,Portsmouth,Heavy Use,2012-02-01,2012
14704,2012-02-01,12,19,84,9,2,Drug Possession,Male,Portsmouth,Not Reported,2012-02-01,2012
14705,2012-02-01,12,19,86,9,1,Drug Possession,Male,Prince Edward,Not Reported,2012-02-01,2012
14706,2012-02-01,12,19,88,3,2,Drug Possession,Male,Prince William,Heavy Use,2012-02-01,2012
14707,2012-02-01,12,19,93,1,1,Drug Possession,Male,Richmond City,Occasional Use,2012-02-01,2012
14708,2012-02-01,12,19,93,2,1,Drug Possession,Male,Richmond City,Moderate Use,2012-02-01,2012
14709,2012-02-01,12,19,93,3,1,Drug Possession,Male,Richmond City,Heavy Use,2012-02-01,2012
14710,2012-02-01,12,19,93,9,3,Drug Possession,Male,Richmond City,Not Reported,2012-02-01,2012
14711,2012-02-01,12,19,105,3,1,Drug Possession,Male,Stafford,Heavy Use,2012-02-01,2012
14712,2012-02-01,12,19,110,9,1,Drug Possession,Male,Tazewell,Not Reported,2012-02-01,2012
14713,2012-02-01,12,19,111,1,3,Drug Possession,Male,Virginia Beach,Occasional Use,2012-02-01,2012
14714,2012-02-01,12,19,111,2,1,Drug Possession,Male,Virginia Beach,Moderate Use,2012-02-01,2012
14715,2012-02-01,12,19,111,5,1,Drug Possession,Male,Virginia Beach,"Drugs Used, Extent Unknown",2012-02-01,2012
14716,2012-02-01,12,19,111,9,3,Drug Possession,Male,Virginia Beach,Not Reported,2012-02-01,2012
14717,2012-02-01,12,19,115,9,1,Drug Possession,Male,Westmoreland,Not Reported,2012-02-01,2012
14718,2012-02-01,12,19,117,9,1,Drug Possession,Male,Wise,Not Reported,2012-02-01,2012
14719,2012-02-01,13,2,49,1,1,Homicide—1st,Female,Halifax,Occasional Use,2012-02-01,2012
14720,2012-02-01,13,2,50,9,1,Homicide—1st,Female,Hampton,Not Reported,2012-02-01,2012
14721,2012-02-01,13,2,75,3,1,Homicide—1st,Female,Norfolk,Heavy Use,2012-02-01,2012
14722,2012-02-01,13,3,16,3,1,Manslaughter,Female,Buchanan,Heavy Use,2012-02-01,2012
14723,2012-02-01,13,3,36,5,1,Manslaughter,Female,Fairfax,"Drugs Used, Extent Unknown",2012-02-01,2012
14724,2012-02-01,13,4,102,9,2,Abduction,Female,Smyth,Not Reported,2012-02-01,2012
14725,2012-02-01,13,5,2,1,1,Rape/Sexual Assault,Female,Albemarle,Occasional Use,2012-02-01,2012
14726,2012-02-01,13,5,98,9,1,Rape/Sexual Assault,Female,Russell,Not Reported,2012-02-01,2012
14727,2012-02-01,13,6,52,9,1,Robbery,Female,Henrico,Not Reported,2012-02-01,2012
14728,2012-02-01,13,6,93,9,1,Robbery,Female,Richmond City,Not Reported,2012-02-01,2012
14729,2012-02-01,13,6,95,3,1,Robbery,Female,Roanoke City,Heavy Use,2012-02-01,2012
14730,2012-02-01,13,7,4,1,1,Assault,Female,Alleghany,Occasional Use,2012-02-01,2012
14731,2012-02-01,13,7,26,9,2,Assault,Female,Chesterfield,Not Reported,2012-02-01,2012
14732,2012-02-01,13,7,50,3,1,Assault,Female,Hampton,Heavy Use,2012-02-01,2012
14733,2012-02-01,13,7,52,9,1,Assault,Female,Henrico,Not Reported,2012-02-01,2012
14734,2012-02-01,13,7,74,9,1,Assault,Female,Newport News,Not Reported,2012-02-01,2012
14735,2012-02-01,13,7,84,9,3,Assault,Female,Portsmouth,Not Reported,2012-02-01,2012
14736,2012-02-01,13,7,93,9,1,Assault,Female,Richmond City,Not Reported,2012-02-01,2012
14737,2012-02-01,13,7,95,9,1,Assault,Female,Roanoke City,Not Reported,2012-02-01,2012
14738,2012-02-01,13,7,107,9,1,Assault,Female,Suffolk,Not Reported,2012-02-01,2012
14739,2012-02-01,13,7,110,9,1,Assault,Female,Tazewell,Not Reported,2012-02-01,2012
14740,2012-02-01,13,7,117,9,1,Assault,Female,Wise,Not Reported,2012-02-01,2012
14741,2012-02-01,13,7,118,9,1,Assault,Female,Wythe,Not Reported,2012-02-01,2012
14742,2012-02-01,13,8,25,2,1,Weapons,Female,Chesapeake,Moderate Use,2012-02-01,2012
14743,2012-02-01,13,9,11,5,1,Homicide—2nd,Female,Bedford,"Drugs Used, Extent Unknown",2012-02-01,2012
14744,2012-02-01,13,10,75,9,1,Arson,Female,Norfolk,Not Reported,2012-02-01,2012
14745,2012-02-01,13,11,117,5,1,Burglary/B&E,Female,Wise,"Drugs Used, Extent Unknown",2012-02-01,2012
14746,2012-02-01,13,12,4,5,1,Larceny/Fraud,Female,Alleghany,"Drugs Used, Extent Unknown",2012-02-01,2012
14747,2012-02-01,13,12,25,3,1,Larceny/Fraud,Female,Chesapeake,Heavy Use,2012-02-01,2012
14748,2012-02-01,13,12,25,5,1,Larceny/Fraud,Female,Chesapeake,"Drugs Used, Extent Unknown",2012-02-01,2012
14749,2012-02-01,13,12,25,9,3,Larceny/Fraud,Female,Chesapeake,Not Reported,2012-02-01,2012
14750,2012-02-01,13,12,33,3,1,Larceny/Fraud,Female,Dickenson,Heavy Use,2012-02-01,2012
14751,2012-02-01,13,12,36,3,1,Larceny/Fraud,Female,Fairfax,Heavy Use,2012-02-01,2012
14752,2012-02-01,13,12,42,9,2,Larceny/Fraud,Female,Fredericksburg,Not Reported,2012-02-01,2012
14753,2012-02-01,13,12,44,1,1,Larceny/Fraud,Female,Gloucester,Occasional Use,2012-02-01,2012
14754,2012-02-01,13,12,50,3,1,Larceny/Fraud,Female,Hampton,Heavy Use,2012-02-01,2012
14755,2012-02-01,13,12,51,9,1,Larceny/Fraud,Female,Hanover,Not Reported,2012-02-01,2012
14756,2012-02-01,13,12,52,9,2,Larceny/Fraud,Female,Henrico,Not Reported,2012-02-01,2012
14757,2012-02-01,13,12,53,9,1,Larceny/Fraud,Female,Henry,Not Reported,2012-02-01,2012
14758,2012-02-01,13,12,58,3,1,Larceny/Fraud,Female,King George,Heavy Use,2012-02-01,2012
14759,2012-02-01,13,12,65,9,1,Larceny/Fraud,Female,Lynchburg,Not Reported,2012-02-01,2012
14760,2012-02-01,13,12,67,2,1,Larceny/Fraud,Female,Martinsville,Moderate Use,2012-02-01,2012
14761,2012-02-01,13,12,67,3,1,Larceny/Fraud,Female,Martinsville,Heavy Use,2012-02-01,2012
14762,2012-02-01,13,12,75,2,1,Larceny/Fraud,Female,Norfolk,Moderate Use,2012-02-01,2012
14763,2012-02-01,13,12,75,3,1,Larceny/Fraud,Female,Norfolk,Heavy Use,2012-02-01,2012
14764,2012-02-01,13,12,75,9,1,Larceny/Fraud,Female,Norfolk,Not Reported,2012-02-01,2012
14765,2012-02-01,13,12,83,9,1,Larceny/Fraud,Female,Pittsylvania,Not Reported,2012-02-01,2012
14766,2012-02-01,13,12,84,9,1,Larceny/Fraud,Female,Portsmouth,Not Reported,2012-02-01,2012
14767,2012-02-01,13,12,86,9,1,Larceny/Fraud,Female,Prince Edward,Not Reported,2012-02-01,2012
14768,2012-02-01,13,12,88,9,1,Larceny/Fraud,Female,Prince William,Not Reported,2012-02-01,2012
14769,2012-02-01,13,12,89,9,1,Larceny/Fraud,Female,Pulaski,Not Reported,2012-02-01,2012
14770,2012-02-01,13,12,95,2,1,Larceny/Fraud,Female,Roanoke City,Moderate Use,2012-02-01,2012
14771,2012-02-01,13,12,97,3,1,Larceny/Fraud,Female,Rockingham,Heavy Use,2012-02-01,2012
14772,2012-02-01,13,12,100,9,2,Larceny/Fraud,Female,Scott,Not Reported,2012-02-01,2012
14773,2012-02-01,13,12,104,5,1,Larceny/Fraud,Female,Spotsylvania,"Drugs Used, Extent Unknown",2012-02-01,2012
14774,2012-02-01,13,12,104,9,1,Larceny/Fraud,Female,Spotsylvania,Not Reported,2012-02-01,2012
14775,2012-02-01,13,12,105,3,1,Larceny/Fraud,Female,Stafford,Heavy Use,2012-02-01,2012
14776,2012-02-01,13,12,105,9,2,Larceny/Fraud,Female,Stafford,Not Reported,2012-02-01,2012
14777,2012-02-01,13,12,107,9,1,Larceny/Fraud,Female,Suffolk,Not Reported,2012-02-01,2012
14778,2012-02-01,13,12,111,3,1,Larceny/Fraud,Female,Virginia Beach,Heavy Use,2012-02-01,2012
14779,2012-02-01,13,12,111,9,1,Larceny/Fraud,Female,Virginia Beach,Not Reported,2012-02-01,2012
14780,2012-02-01,13,12,117,1,1,Larceny/Fraud,Female,Wise,Occasional Use,2012-02-01,2012
14781,2012-02-01,13,12,117,9,1,Larceny/Fraud,Female,Wise,Not Reported,2012-02-01,2012
14782,2012-02-01,13,12,118,9,3,Larceny/Fraud,Female,Wythe,Not Reported,2012-02-01,2012
14783,2012-02-01,13,13,62,5,1,Conspiracy,Female,Loudoun,"Drugs Used, Extent Unknown",2012-02-01,2012
14784,2012-02-01,13,15,113,9,1,DUI,Female,Washington,Not Reported,2012-02-01,2012
14785,2012-02-01,13,18,21,9,1,Drug Sales,Female,Carroll,Not Reported,2012-02-01,2012
14786,2012-02-01,13,18,24,9,1,Drug Sales,Female,Charlottesville,Not Reported,2012-02-01,2012
14787,2012-02-01,13,18,37,3,1,Drug Sales,Female,Fauquier,Heavy Use,2012-02-01,2012
14788,2012-02-01,13,18,38,3,1,Drug Sales,Female,Floyd,Heavy Use,2012-02-01,2012
14789,2012-02-01,13,18,38,5,1,Drug Sales,Female,Floyd,"Drugs Used, Extent Unknown",2012-02-01,2012
14790,2012-02-01,13,18,41,9,1,Drug Sales,Female,Frederick,Not Reported,2012-02-01,2012
14791,2012-02-01,13,18,65,9,1,Drug Sales,Female,Lynchburg,Not Reported,2012-02-01,2012
14792,2012-02-01,13,18,71,9,1,Drug Sales,Female,Montgomery,Not Reported,2012-02-01,2012
14793,2012-02-01,13,18,75,9,1,Drug Sales,Female,Norfolk,Not Reported,2012-02-01,2012
14794,2012-02-01,13,18,80,2,1,Drug Sales,Female,Page,Moderate Use,2012-02-01,2012
14795,2012-02-01,13,18,95,3,1,Drug Sales,Female,Roanoke City,Heavy Use,2012-02-01,2012
14796,2012-02-01,13,18,95,9,1,Drug Sales,Female,Roanoke City,Not Reported,2012-02-01,2012
14797,2012-02-01,13,18,98,9,2,Drug Sales,Female,Russell,Not Reported,2012-02-01,2012
14798,2012-02-01,13,18,104,9,1,Drug Sales,Female,Spotsylvania,Not Reported,2012-02-01,2012
14799,2012-02-01,13,18,117,2,1,Drug Sales,Female,Wise,Moderate Use,2012-02-01,2012
14800,2012-02-01,13,18,117,9,1,Drug Sales,Female,Wise,Not Reported,2012-02-01,2012
14801,2012-02-01,13,19,13,1,1,Drug Possession,Female,Botetourt,Occasional Use,2012-02-01,2012
14802,2012-02-01,13,19,14,9,1,Drug Possession,Female,Bristol,Not Reported,2012-02-01,2012
14803,2012-02-01,13,19,25,3,2,Drug Possession,Female,Chesapeake,Heavy Use,2012-02-01,2012
14804,2012-02-01,13,19,25,9,1,Drug Possession,Female,Chesapeake,Not Reported,2012-02-01,2012
14805,2012-02-01,13,19,26,9,1,Drug Possession,Female,Chesterfield,Not Reported,2012-02-01,2012
14806,2012-02-01,13,19,41,3,1,Drug Possession,Female,Frederick,Heavy Use,2012-02-01,2012
14807,2012-02-01,13,19,84,3,1,Drug Possession,Female,Portsmouth,Heavy Use,2012-02-01,2012
14808,2012-02-01,13,19,84,9,1,Drug Possession,Female,Portsmouth,Not Reported,2012-02-01,2012
14809,2012-02-01,13,19,99,3,1,Drug Possession,Female,Salem,Heavy Use,2012-02-01,2012
14810,2012-02-01,13,19,103,9,1,Drug Possession,Female,Southampton,Not Reported,2012-02-01,2012
14811,2012-02-01,13,19,111,9,1,Drug Possession,Female,Virginia Beach,Not Reported,2012-02-01,2012
14812,2012-02-01,13,19,117,9,1,Drug Possession,Female,Wise,Not Reported,2012-02-01,2012
14813,2012-03-01,12,2,15,9,2,Homicide—1st,Male,Brunswick,Not Reported,2012-03-01,2012
14814,2012-03-01,12,2,25,9,1,Homicide—1st,Male,Chesapeake,Not Reported,2012-03-01,2012
14815,2012-03-01,12,2,50,2,1,Homicide—1st,Male,Hampton,Moderate Use,2012-03-01,2012
14816,2012-03-01,12,2,51,9,1,Homicide—1st,Male,Hanover,Not Reported,2012-03-01,2012
14817,2012-03-01,12,2,52,3,2,Homicide—1st,Male,Henrico,Heavy Use,2012-03-01,2012
14818,2012-03-01,12,2,74,3,1,Homicide—1st,Male,Newport News,Heavy Use,2012-03-01,2012
14819,2012-03-01,12,2,93,9,1,Homicide—1st,Male,Richmond City,Not Reported,2012-03-01,2012
14820,2012-03-01,12,2,97,9,1,Homicide—1st,Male,Rockingham,Not Reported,2012-03-01,2012
14821,2012-03-01,12,3,11,3,1,Manslaughter,Male,Bedford,Heavy Use,2012-03-01,2012
14822,2012-03-01,12,3,25,9,1,Manslaughter,Male,Chesapeake,Not Reported,2012-03-01,2012
14823,2012-03-01,12,3,26,9,1,Manslaughter,Male,Chesterfield,Not Reported,2012-03-01,2012
14824,2012-03-01,12,3,32,9,1,Manslaughter,Male,Danville,Not Reported,2012-03-01,2012
14825,2012-03-01,12,3,36,9,1,Manslaughter,Male,Fairfax,Not Reported,2012-03-01,2012
14826,2012-03-01,12,3,60,9,1,Manslaughter,Male,Lancaster,Not Reported,2012-03-01,2012
14827,2012-03-01,12,3,62,9,1,Manslaughter,Male,Loudoun,Not Reported,2012-03-01,2012
14828,2012-03-01,12,3,71,5,1,Manslaughter,Male,Montgomery,"Drugs Used, Extent Unknown",2012-03-01,2012
14829,2012-03-01,12,3,93,9,1,Manslaughter,Male,Richmond City,Not Reported,2012-03-01,2012
14830,2012-03-01,12,3,104,9,1,Manslaughter,Male,Spotsylvania,Not Reported,2012-03-01,2012
14831,2012-03-01,12,4,3,9,1,Abduction,Male,Alexandria,Not Reported,2012-03-01,2012
14832,2012-03-01,12,4,8,9,1,Abduction,Male,Arlington,Not Reported,2012-03-01,2012
14833,2012-03-01,12,4,9,9,1,Abduction,Male,Augusta,Not Reported,2012-03-01,2012
14834,2012-03-01,12,4,15,3,1,Abduction,Male,Brunswick,Heavy Use,2012-03-01,2012
14835,2012-03-01,12,4,25,9,2,Abduction,Male,Chesapeake,Not Reported,2012-03-01,2012
14836,2012-03-01,12,4,26,9,1,Abduction,Male,Chesterfield,Not Reported,2012-03-01,2012
14837,2012-03-01,12,4,32,9,1,Abduction,Male,Danville,Not Reported,2012-03-01,2012
14838,2012-03-01,12,4,36,9,1,Abduction,Male,Fairfax,Not Reported,2012-03-01,2012
14839,2012-03-01,12,4,37,2,1,Abduction,Male,Fauquier,Moderate Use,2012-03-01,2012
14840,2012-03-01,12,4,65,9,1,Abduction,Male,Lynchburg,Not Reported,2012-03-01,2012
14841,2012-03-01,12,4,69,3,1,Abduction,Male,Mecklenburg,Heavy Use,2012-03-01,2012
14842,2012-03-01,12,4,75,9,1,Abduction,Male,Norfolk,Not Reported,2012-03-01,2012
14843,2012-03-01,12,4,84,9,1,Abduction,Male,Portsmouth,Not Reported,2012-03-01,2012
14844,2012-03-01,12,4,86,9,1,Abduction,Male,Prince Edward,Not Reported,2012-03-01,2012
14845,2012-03-01,12,4,89,9,1,Abduction,Male,Pulaski,Not Reported,2012-03-01,2012
14846,2012-03-01,12,4,93,9,1,Abduction,Male,Richmond City,Not Reported,2012-03-01,2012
14847,2012-03-01,12,4,94,0,1,Abduction,Male,Roanoke County,Drugs Not Used,2012-03-01,2012
14848,2012-03-01,12,4,105,3,1,Abduction,Male,Stafford,Heavy Use,2012-03-01,2012
14849,2012-03-01,12,4,107,5,1,Abduction,Male,Suffolk,"Drugs Used, Extent Unknown",2012-03-01,2012
14850,2012-03-01,12,4,115,5,1,Abduction,Male,Westmoreland,"Drugs Used, Extent Unknown",2012-03-01,2012
14851,2012-03-01,12,4,118,9,1,Abduction,Male,Wythe,Not Reported,2012-03-01,2012
