FIPS_Code,Type,Rate_x,FIPS_County_Code,Rate_y,Percent_below_poverty_level_Estimate_Population_for_whom_poverty_status_is_determined,"Percent_below_poverty_level_Estimate_White_alone,_not_Hispanic_or_Latino",Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__50_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__125_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__150_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__185_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__200_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__300_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__400_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__500_percent_of_poverty_level,Percent_below_poverty_level_Estimate_UNRELATED_INDIVIDUALS_FOR_WHOM_POVERTY_STATUS_IS_DETERMINED,"Percent_below_poverty_level_Estimate_Worked_fulltime,_yearround_in_the_past_12_months","Percent_below_poverty_level_Estimate_Worked_less_than_fulltime,_yearround_in_the_past_12_months",Percent_below_poverty_level_Estimate_Did_not_work,Percent_with_a_disability_Estimate_Total_civilian_noninstitutionalized_population,"Percent_with_a_disability_Estimate_White_alone,_not_Hispanic_or_Latino",Percent_households_receiving_food_stamps/SNAP_Estimate_Households,Percent_households_not_receiving_food_stamps/SNAP_Estimate_Households,Percent_Estimate_HOUSEHOLD_TYPE__Marriedcouple_family,Percent_households_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Marriedcouple_family,Percent_households_not_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Marriedcouple_family,Percent_Estimate_HOUSEHOLD_TYPE__Other_family:,Percent_households_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Other_family:,Percent_households_not_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Other_family:,Percent_Estimate_HOUSEHOLD_TYPE__Nonfamily_households,Percent_households_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Nonfamily_households,Percent_households_not_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Nonfamily_households,Percent_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Percent_households_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Percent_households_not_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Percent_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_poverty_level,Percent_households_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_poverty_level,Percent_households_not_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_poverty_level,Percent_Estimate_DISABILITY_STATUS__With_one_or_more_people_with_a_disability,Percent_households_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_one_or_more_people_with_a_disability,Percent_households_not_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_one_or_more_people_with_a_disability,Percent_Estimate_DISABILITY_STATUS__With_no_persons_with_a_disability,Percent_households_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_no_persons_with_a_disability,Percent_households_not_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_no_persons_with_a_disability,"Percent_Estimate_White_alone,_not_Hispanic_or_Latino","Percent_households_receiving_food_stamps/SNAP_Estimate_White_alone,_not_Hispanic_or_Latino","Percent_households_not_receiving_food_stamps/SNAP_Estimate_White_alone,_not_Hispanic_or_Latino",Percent_households_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__No_workers_in_past_12_months,Percent_households_not_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__No_workers_in_past_12_months,Percent_households_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__1_worker_in_past_12_months,Percent_households_not_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__1_worker_in_past_12_months,Percent_Estimate_WORK_STATUS__Families__2_or_more_workers_in_past_12_months,Percent_households_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__2_or_more_workers_in_past_12_months,Percent_households_not_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__2_or_more_workers_in_past_12_months,"Labor_Force_Participation_Rate_Estimate_White_alone,_not_Hispanic_or_Latino","Unemployment_rate_Estimate_White_alone,_not_Hispanic_or_Latino",Labor_Force_Participation_Rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Unemployment_rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Labor_Force_Participation_Rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_the_poverty_level,Unemployment_rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_the_poverty_level,Labor_Force_Participation_Rate_Estimate_DISABILITY_STATUS__With_any_disability,Unemployment_rate_Estimate_DISABILITY_STATUS__With_any_disability
51067,Fatal Fentanyl and/or Heroin Overdose,1.8,51067,87.4,14.9,12.6,2993,10317,13404,18067,20263,30678,38489,44398,26.2,4.2,33.5,39.6,15.2,15.4,12.4,87.6,57.7,32.3,61.2,13.9,36.9,10.6,28.5,30.8,28.1,13.8,56,7.9,86.2,44,92.1,29.7,48.9,26.9,70.3,51.1,73.1,89.4,79,90.8,16.7,22.2,49.2,30.9,45.4,34.1,46.9,57.3,6.4,50.4,26.8,77.3,3.5,40.3,10
51067,Fatal Prescription Opioid Overdose,3.6,51067,87.4,14.9,12.6,2993,10317,13404,18067,20263,30678,38489,44398,26.2,4.2,33.5,39.6,15.2,15.4,12.4,87.6,57.7,32.3,61.2,13.9,36.9,10.6,28.5,30.8,28.1,13.8,56,7.9,86.2,44,92.1,29.7,48.9,26.9,70.3,51.1,73.1,89.4,79,90.8,16.7,22.2,49.2,30.9,45.4,34.1,46.9,57.3,6.4,50.4,26.8,77.3,3.5,40.3,10
51067,Neonatal Abstinance Syndrome,20.6,51067,87.4,14.9,12.6,2993,10317,13404,18067,20263,30678,38489,44398,26.2,4.2,33.5,39.6,15.2,15.4,12.4,87.6,57.7,32.3,61.2,13.9,36.9,10.6,28.5,30.8,28.1,13.8,56,7.9,86.2,44,92.1,29.7,48.9,26.9,70.3,51.1,73.1,89.4,79,90.8,16.7,22.2,49.2,30.9,45.4,34.1,46.9,57.3,6.4,50.4,26.8,77.3,3.5,40.3,10
51067,Reported Hepatitis C (1830 year olds),339.1,51067,87.4,14.9,12.6,2993,10317,13404,18067,20263,30678,38489,44398,26.2,4.2,33.5,39.6,15.2,15.4,12.4,87.6,57.7,32.3,61.2,13.9,36.9,10.6,28.5,30.8,28.1,13.8,56,7.9,86.2,44,92.1,29.7,48.9,26.9,70.3,51.1,73.1,89.4,79,90.8,16.7,22.2,49.2,30.9,45.4,34.1,46.9,57.3,6.4,50.4,26.8,77.3,3.5,40.3,10
51069,Diagnosed HIV,7.2,51069,59.9,6.5,6.2,2286,8095,11738,16097,17619,31194,42784,55888,19.8,2.1,30.2,37.2,11.7,12.6,6.2,93.8,60.1,15.9,63,13.7,52.2,11.2,26.2,31.9,25.8,6.7,42.6,4.3,93.3,57.4,95.7,24.6,53.4,22.7,75.4,46.6,77.3,89.1,87.3,89.2,21.5,12.3,52.9,27.7,58.1,25.5,60,67.3,4.8,53.3,24.9,84.1,3.7,49.2,7.3
51069,ED Heroin Overdose,13.2,51069,59.9,6.5,6.2,2286,8095,11738,16097,17619,31194,42784,55888,19.8,2.1,30.2,37.2,11.7,12.6,6.2,93.8,60.1,15.9,63,13.7,52.2,11.2,26.2,31.9,25.8,6.7,42.6,4.3,93.3,57.4,95.7,24.6,53.4,22.7,75.4,46.6,77.3,89.1,87.3,89.2,21.5,12.3,52.9,27.7,58.1,25.5,60,67.3,4.8,53.3,24.9,84.1,3.7,49.2,7.3
51069,ED Opioid Overdose,46.9,51069,59.9,6.5,6.2,2286,8095,11738,16097,17619,31194,42784,55888,19.8,2.1,30.2,37.2,11.7,12.6,6.2,93.8,60.1,15.9,63,13.7,52.2,11.2,26.2,31.9,25.8,6.7,42.6,4.3,93.3,57.4,95.7,24.6,53.4,22.7,75.4,46.6,77.3,89.1,87.3,89.2,21.5,12.3,52.9,27.7,58.1,25.5,60,67.3,4.8,53.3,24.9,84.1,3.7,49.2,7.3
51069,EMS Narcan,34.9,51069,59.9,6.5,6.2,2286,8095,11738,16097,17619,31194,42784,55888,19.8,2.1,30.2,37.2,11.7,12.6,6.2,93.8,60.1,15.9,63,13.7,52.2,11.2,26.2,31.9,25.8,6.7,42.6,4.3,93.3,57.4,95.7,24.6,53.4,22.7,75.4,46.6,77.3,89.1,87.3,89.2,21.5,12.3,52.9,27.7,58.1,25.5,60,67.3,4.8,53.3,24.9,84.1,3.7,49.2,7.3
51069,Fatal Fentanyl and/or Heroin Overdose,9.6,51069,59.9,6.5,6.2,2286,8095,11738,16097,17619,31194,42784,55888,19.8,2.1,30.2,37.2,11.7,12.6,6.2,93.8,60.1,15.9,63,13.7,52.2,11.2,26.2,31.9,25.8,6.7,42.6,4.3,93.3,57.4,95.7,24.6,53.4,22.7,75.4,46.6,77.3,89.1,87.3,89.2,21.5,12.3,52.9,27.7,58.1,25.5,60,67.3,4.8,53.3,24.9,84.1,3.7,49.2,7.3
51069,Fatal Prescription Opioid Overdose,7.2,51069,59.9,6.5,6.2,2286,8095,11738,16097,17619,31194,42784,55888,19.8,2.1,30.2,37.2,11.7,12.6,6.2,93.8,60.1,15.9,63,13.7,52.2,11.2,26.2,31.9,25.8,6.7,42.6,4.3,93.3,57.4,95.7,24.6,53.4,22.7,75.4,46.6,77.3,89.1,87.3,89.2,21.5,12.3,52.9,27.7,58.1,25.5,60,67.3,4.8,53.3,24.9,84.1,3.7,49.2,7.3
51069,Neonatal Abstinance Syndrome,14.2,51069,59.9,6.5,6.2,2286,8095,11738,16097,17619,31194,42784,55888,19.8,2.1,30.2,37.2,11.7,12.6,6.2,93.8,60.1,15.9,63,13.7,52.2,11.2,26.2,31.9,25.8,6.7,42.6,4.3,93.3,57.4,95.7,24.6,53.4,22.7,75.4,46.6,77.3,89.1,87.3,89.2,21.5,12.3,52.9,27.7,58.1,25.5,60,67.3,4.8,53.3,24.9,84.1,3.7,49.2,7.3
51069,Reported Hepatitis C (1830 year olds),141.4,51069,59.9,6.5,6.2,2286,8095,11738,16097,17619,31194,42784,55888,19.8,2.1,30.2,37.2,11.7,12.6,6.2,93.8,60.1,15.9,63,13.7,52.2,11.2,26.2,31.9,25.8,6.7,42.6,4.3,93.3,57.4,95.7,24.6,53.4,22.7,75.4,46.6,77.3,89.1,87.3,89.2,21.5,12.3,52.9,27.7,58.1,25.5,60,67.3,4.8,53.3,24.9,84.1,3.7,49.2,7.3
51071,Diagnosed HIV,18,51071,142.6,11.3,10.1,629,2579,3366,4631,5463,8946,12118,13907,31.6,2.1,55,41.8,20.6,20.6,9.9,90.1,48.4,14.4,52.2,18.7,37.5,16.6,32.9,48.1,31.2,12.5,60.3,7.2,87.5,39.7,92.8,37.9,70.2,34.3,62.1,29.8,65.7,97.2,91.4,97.9,35.2,18.2,40.1,33.6,46.4,24.7,48.2,58.3,4.4,44.4,29.8,78.4,2.8,37,16.3
51071,ED Heroin Overdose,0,51071,142.6,11.3,10.1,629,2579,3366,4631,5463,8946,12118,13907,31.6,2.1,55,41.8,20.6,20.6,9.9,90.1,48.4,14.4,52.2,18.7,37.5,16.6,32.9,48.1,31.2,12.5,60.3,7.2,87.5,39.7,92.8,37.9,70.2,34.3,62.1,29.8,65.7,97.2,91.4,97.9,35.2,18.2,40.1,33.6,46.4,24.7,48.2,58.3,4.4,44.4,29.8,78.4,2.8,37,16.3
51071,ED Opioid Overdose,83.8,51071,142.6,11.3,10.1,629,2579,3366,4631,5463,8946,12118,13907,31.6,2.1,55,41.8,20.6,20.6,9.9,90.1,48.4,14.4,52.2,18.7,37.5,16.6,32.9,48.1,31.2,12.5,60.3,7.2,87.5,39.7,92.8,37.9,70.2,34.3,62.1,29.8,65.7,97.2,91.4,97.9,35.2,18.2,40.1,33.6,46.4,24.7,48.2,58.3,4.4,44.4,29.8,78.4,2.8,37,16.3
51071,EMS Narcan,6,51071,142.6,11.3,10.1,629,2579,3366,4631,5463,8946,12118,13907,31.6,2.1,55,41.8,20.6,20.6,9.9,90.1,48.4,14.4,52.2,18.7,37.5,16.6,32.9,48.1,31.2,12.5,60.3,7.2,87.5,39.7,92.8,37.9,70.2,34.3,62.1,29.8,65.7,97.2,91.4,97.9,35.2,18.2,40.1,33.6,46.4,24.7,48.2,58.3,4.4,44.4,29.8,78.4,2.8,37,16.3
51071,Fatal Fentanyl and/or Heroin Overdose,0,51071,142.6,11.3,10.1,629,2579,3366,4631,5463,8946,12118,13907,31.6,2.1,55,41.8,20.6,20.6,9.9,90.1,48.4,14.4,52.2,18.7,37.5,16.6,32.9,48.1,31.2,12.5,60.3,7.2,87.5,39.7,92.8,37.9,70.2,34.3,62.1,29.8,65.7,97.2,91.4,97.9,35.2,18.2,40.1,33.6,46.4,24.7,48.2,58.3,4.4,44.4,29.8,78.4,2.8,37,16.3
51071,Fatal Prescription Opioid Overdose,12,51071,142.6,11.3,10.1,629,2579,3366,4631,5463,8946,12118,13907,31.6,2.1,55,41.8,20.6,20.6,9.9,90.1,48.4,14.4,52.2,18.7,37.5,16.6,32.9,48.1,31.2,12.5,60.3,7.2,87.5,39.7,92.8,37.9,70.2,34.3,62.1,29.8,65.7,97.2,91.4,97.9,35.2,18.2,40.1,33.6,46.4,24.7,48.2,58.3,4.4,44.4,29.8,78.4,2.8,37,16.3
51071,Neonatal Abstinance Syndrome,0,51071,142.6,11.3,10.1,629,2579,3366,4631,5463,8946,12118,13907,31.6,2.1,55,41.8,20.6,20.6,9.9,90.1,48.4,14.4,52.2,18.7,37.5,16.6,32.9,48.1,31.2,12.5,60.3,7.2,87.5,39.7,92.8,37.9,70.2,34.3,62.1,29.8,65.7,97.2,91.4,97.9,35.2,18.2,40.1,33.6,46.4,24.7,48.2,58.3,4.4,44.4,29.8,78.4,2.8,37,16.3
51071,Reported Hepatitis C (1830 year olds),518.6,51071,142.6,11.3,10.1,629,2579,3366,4631,5463,8946,12118,13907,31.6,2.1,55,41.8,20.6,20.6,9.9,90.1,48.4,14.4,52.2,18.7,37.5,16.6,32.9,48.1,31.2,12.5,60.3,7.2,87.5,39.7,92.8,37.9,70.2,34.3,62.1,29.8,65.7,97.2,91.4,97.9,35.2,18.2,40.1,33.6,46.4,24.7,48.2,58.3,4.4,44.4,29.8,78.4,2.8,37,16.3
51073,Diagnosed HIV,0,51073,119.4,7.4,6.9,1136,3894,4638,7589,8485,15688,22139,26567,21.8,3.5,27.9,35.6,14.1,14.3,7.6,92.4,58.1,35,60,13.4,32.3,11.8,28.5,32.7,28.2,8.6,30.6,6.8,91.4,69.4,93.2,28.3,39.6,27.3,71.7,60.4,72.7,87.5,77.7,88.3,16.6,13.9,40.2,30.8,54.5,43.2,55.3,61.3,4.5,47.9,24.5,80.6,3.1,43,15.7
51073,ED Heroin Overdose,10.8,51073,119.4,7.4,6.9,1136,3894,4638,7589,8485,15688,22139,26567,21.8,3.5,27.9,35.6,14.1,14.3,7.6,92.4,58.1,35,60,13.4,32.3,11.8,28.5,32.7,28.2,8.6,30.6,6.8,91.4,69.4,93.2,28.3,39.6,27.3,71.7,60.4,72.7,87.5,77.7,88.3,16.6,13.9,40.2,30.8,54.5,43.2,55.3,61.3,4.5,47.9,24.5,80.6,3.1,43,15.7
51073,ED Opioid Overdose,137.3,51073,119.4,7.4,6.9,1136,3894,4638,7589,8485,15688,22139,26567,21.8,3.5,27.9,35.6,14.1,14.3,7.6,92.4,58.1,35,60,13.4,32.3,11.8,28.5,32.7,28.2,8.6,30.6,6.8,91.4,69.4,93.2,28.3,39.6,27.3,71.7,60.4,72.7,87.5,77.7,88.3,16.6,13.9,40.2,30.8,54.5,43.2,55.3,61.3,4.5,47.9,24.5,80.6,3.1,43,15.7
51073,EMS Narcan,32.3,51073,119.4,7.4,6.9,1136,3894,4638,7589,8485,15688,22139,26567,21.8,3.5,27.9,35.6,14.1,14.3,7.6,92.4,58.1,35,60,13.4,32.3,11.8,28.5,32.7,28.2,8.6,30.6,6.8,91.4,69.4,93.2,28.3,39.6,27.3,71.7,60.4,72.7,87.5,77.7,88.3,16.6,13.9,40.2,30.8,54.5,43.2,55.3,61.3,4.5,47.9,24.5,80.6,3.1,43,15.7
51073,Fatal Fentanyl and/or Heroin Overdose,13.5,51073,119.4,7.4,6.9,1136,3894,4638,7589,8485,15688,22139,26567,21.8,3.5,27.9,35.6,14.1,14.3,7.6,92.4,58.1,35,60,13.4,32.3,11.8,28.5,32.7,28.2,8.6,30.6,6.8,91.4,69.4,93.2,28.3,39.6,27.3,71.7,60.4,72.7,87.5,77.7,88.3,16.6,13.9,40.2,30.8,54.5,43.2,55.3,61.3,4.5,47.9,24.5,80.6,3.1,43,15.7
51073,Fatal Prescription Opioid Overdose,0,51073,119.4,7.4,6.9,1136,3894,4638,7589,8485,15688,22139,26567,21.8,3.5,27.9,35.6,14.1,14.3,7.6,92.4,58.1,35,60,13.4,32.3,11.8,28.5,32.7,28.2,8.6,30.6,6.8,91.4,69.4,93.2,28.3,39.6,27.3,71.7,60.4,72.7,87.5,77.7,88.3,16.6,13.9,40.2,30.8,54.5,43.2,55.3,61.3,4.5,47.9,24.5,80.6,3.1,43,15.7
51073,Neonatal Abstinance Syndrome,2.7,51073,119.4,7.4,6.9,1136,3894,4638,7589,8485,15688,22139,26567,21.8,3.5,27.9,35.6,14.1,14.3,7.6,92.4,58.1,35,60,13.4,32.3,11.8,28.5,32.7,28.2,8.6,30.6,6.8,91.4,69.4,93.2,28.3,39.6,27.3,71.7,60.4,72.7,87.5,77.7,88.3,16.6,13.9,40.2,30.8,54.5,43.2,55.3,61.3,4.5,47.9,24.5,80.6,3.1,43,15.7
51073,Reported Hepatitis C (1830 year olds),55,51073,119.4,7.4,6.9,1136,3894,4638,7589,8485,15688,22139,26567,21.8,3.5,27.9,35.6,14.1,14.3,7.6,92.4,58.1,35,60,13.4,32.3,11.8,28.5,32.7,28.2,8.6,30.6,6.8,91.4,69.4,93.2,28.3,39.6,27.3,71.7,60.4,72.7,87.5,77.7,88.3,16.6,13.9,40.2,30.8,54.5,43.2,55.3,61.3,4.5,47.9,24.5,80.6,3.1,43,15.7
51075,Diagnosed HIV,18,51075,15.3,5.7,3.7,412,1533,2221,3020,3388,6158,8418,11255,19,2.8,35,31,11.7,9.5,7.7,92.3,67.7,31.6,70.7,9.8,48.9,6.6,22.5,19.6,22.7,5.9,28.2,4,94.1,71.8,96,24.3,53.7,21.9,75.7,46.3,78.1,81,38.9,84.5,10.8,13.5,41.8,30.7,55.1,47.4,55.8,62.8,4.4,44.6,5.4,80.6,4.5,56.1,9.3
51075,ED Heroin Overdose,4.5,51075,15.3,5.7,3.7,412,1533,2221,3020,3388,6158,8418,11255,19,2.8,35,31,11.7,9.5,7.7,92.3,67.7,31.6,70.7,9.8,48.9,6.6,22.5,19.6,22.7,5.9,28.2,4,94.1,71.8,96,24.3,53.7,21.9,75.7,46.3,78.1,81,38.9,84.5,10.8,13.5,41.8,30.7,55.1,47.4,55.8,62.8,4.4,44.6,5.4,80.6,4.5,56.1,9.3
51075,ED Opioid Overdose,49.4,51075,15.3,5.7,3.7,412,1533,2221,3020,3388,6158,8418,11255,19,2.8,35,31,11.7,9.5,7.7,92.3,67.7,31.6,70.7,9.8,48.9,6.6,22.5,19.6,22.7,5.9,28.2,4,94.1,71.8,96,24.3,53.7,21.9,75.7,46.3,78.1,81,38.9,84.5,10.8,13.5,41.8,30.7,55.1,47.4,55.8,62.8,4.4,44.6,5.4,80.6,4.5,56.1,9.3
51075,EMS Narcan,31.5,51075,15.3,5.7,3.7,412,1533,2221,3020,3388,6158,8418,11255,19,2.8,35,31,11.7,9.5,7.7,92.3,67.7,31.6,70.7,9.8,48.9,6.6,22.5,19.6,22.7,5.9,28.2,4,94.1,71.8,96,24.3,53.7,21.9,75.7,46.3,78.1,81,38.9,84.5,10.8,13.5,41.8,30.7,55.1,47.4,55.8,62.8,4.4,44.6,5.4,80.6,4.5,56.1,9.3
51075,Fatal Fentanyl and/or Heroin Overdose,0,51075,15.3,5.7,3.7,412,1533,2221,3020,3388,6158,8418,11255,19,2.8,35,31,11.7,9.5,7.7,92.3,67.7,31.6,70.7,9.8,48.9,6.6,22.5,19.6,22.7,5.9,28.2,4,94.1,71.8,96,24.3,53.7,21.9,75.7,46.3,78.1,81,38.9,84.5,10.8,13.5,41.8,30.7,55.1,47.4,55.8,62.8,4.4,44.6,5.4,80.6,4.5,56.1,9.3
51075,Fatal Prescription Opioid Overdose,4.5,51075,15.3,5.7,3.7,412,1533,2221,3020,3388,6158,8418,11255,19,2.8,35,31,11.7,9.5,7.7,92.3,67.7,31.6,70.7,9.8,48.9,6.6,22.5,19.6,22.7,5.9,28.2,4,94.1,71.8,96,24.3,53.7,21.9,75.7,46.3,78.1,81,38.9,84.5,10.8,13.5,41.8,30.7,55.1,47.4,55.8,62.8,4.4,44.6,5.4,80.6,4.5,56.1,9.3
51075,Neonatal Abstinance Syndrome,7.1,51075,15.3,5.7,3.7,412,1533,2221,3020,3388,6158,8418,11255,19,2.8,35,31,11.7,9.5,7.7,92.3,67.7,31.6,70.7,9.8,48.9,6.6,22.5,19.6,22.7,5.9,28.2,4,94.1,71.8,96,24.3,53.7,21.9,75.7,46.3,78.1,81,38.9,84.5,10.8,13.5,41.8,30.7,55.1,47.4,55.8,62.8,4.4,44.6,5.4,80.6,4.5,56.1,9.3
51075,Reported Hepatitis C (1830 year olds),403.2,51075,15.3,5.7,3.7,412,1533,2221,3020,3388,6158,8418,11255,19,2.8,35,31,11.7,9.5,7.7,92.3,67.7,31.6,70.7,9.8,48.9,6.6,22.5,19.6,22.7,5.9,28.2,4,94.1,71.8,96,24.3,53.7,21.9,75.7,46.3,78.1,81,38.9,84.5,10.8,13.5,41.8,30.7,55.1,47.4,55.8,62.8,4.4,44.6,5.4,80.6,4.5,56.1,9.3
51077,Diagnosed HIV,0,51077,8.7,21.4,18.9,1007,4431,5518,6991,7514,10725,12799,13902,34.6,2.6,41,46.4,19.1,19.4,19.4,80.6,49.2,26.8,54.6,15.4,35,10.7,35.4,38.3,34.7,22.4,67.1,11.7,77.6,32.9,88.3,33.5,41.7,31.5,66.5,58.3,68.5,93.7,84.9,95.8,27.5,23,50.1,32,40.9,22.4,45.1,52.6,8.1,49.7,35.3,75.9,4.4,24.5,11.4
51077,ED Heroin Overdose,0,51077,8.7,21.4,18.9,1007,4431,5518,6991,7514,10725,12799,13902,34.6,2.6,41,46.4,19.1,19.4,19.4,80.6,49.2,26.8,54.6,15.4,35,10.7,35.4,38.3,34.7,22.4,67.1,11.7,77.6,32.9,88.3,33.5,41.7,31.5,66.5,58.3,68.5,93.7,84.9,95.8,27.5,23,50.1,32,40.9,22.4,45.1,52.6,8.1,49.7,35.3,75.9,4.4,24.5,11.4
51077,ED Opioid Overdose,50,51077,8.7,21.4,18.9,1007,4431,5518,6991,7514,10725,12799,13902,34.6,2.6,41,46.4,19.1,19.4,19.4,80.6,49.2,26.8,54.6,15.4,35,10.7,35.4,38.3,34.7,22.4,67.1,11.7,77.6,32.9,88.3,33.5,41.7,31.5,66.5,58.3,68.5,93.7,84.9,95.8,27.5,23,50.1,32,40.9,22.4,45.1,52.6,8.1,49.7,35.3,75.9,4.4,24.5,11.4
51077,EMS Narcan,25,51077,8.7,21.4,18.9,1007,4431,5518,6991,7514,10725,12799,13902,34.6,2.6,41,46.4,19.1,19.4,19.4,80.6,49.2,26.8,54.6,15.4,35,10.7,35.4,38.3,34.7,22.4,67.1,11.7,77.6,32.9,88.3,33.5,41.7,31.5,66.5,58.3,68.5,93.7,84.9,95.8,27.5,23,50.1,32,40.9,22.4,45.1,52.6,8.1,49.7,35.3,75.9,4.4,24.5,11.4
51077,Fatal Fentanyl and/or Heroin Overdose,0,51077,8.7,21.4,18.9,1007,4431,5518,6991,7514,10725,12799,13902,34.6,2.6,41,46.4,19.1,19.4,19.4,80.6,49.2,26.8,54.6,15.4,35,10.7,35.4,38.3,34.7,22.4,67.1,11.7,77.6,32.9,88.3,33.5,41.7,31.5,66.5,58.3,68.5,93.7,84.9,95.8,27.5,23,50.1,32,40.9,22.4,45.1,52.6,8.1,49.7,35.3,75.9,4.4,24.5,11.4
51077,Fatal Prescription Opioid Overdose,0,51077,8.7,21.4,18.9,1007,4431,5518,6991,7514,10725,12799,13902,34.6,2.6,41,46.4,19.1,19.4,19.4,80.6,49.2,26.8,54.6,15.4,35,10.7,35.4,38.3,34.7,22.4,67.1,11.7,77.6,32.9,88.3,33.5,41.7,31.5,66.5,58.3,68.5,93.7,84.9,95.8,27.5,23,50.1,32,40.9,22.4,45.1,52.6,8.1,49.7,35.3,75.9,4.4,24.5,11.4
51077,Neonatal Abstinance Syndrome,7.2,51077,8.7,21.4,18.9,1007,4431,5518,6991,7514,10725,12799,13902,34.6,2.6,41,46.4,19.1,19.4,19.4,80.6,49.2,26.8,54.6,15.4,35,10.7,35.4,38.3,34.7,22.4,67.1,11.7,77.6,32.9,88.3,33.5,41.7,31.5,66.5,58.3,68.5,93.7,84.9,95.8,27.5,23,50.1,32,40.9,22.4,45.1,52.6,8.1,49.7,35.3,75.9,4.4,24.5,11.4
51077,Reported Hepatitis C (1830 year olds),90.1,51077,8.7,21.4,18.9,1007,4431,5518,6991,7514,10725,12799,13902,34.6,2.6,41,46.4,19.1,19.4,19.4,80.6,49.2,26.8,54.6,15.4,35,10.7,35.4,38.3,34.7,22.4,67.1,11.7,77.6,32.9,88.3,33.5,41.7,31.5,66.5,58.3,68.5,93.7,84.9,95.8,27.5,23,50.1,32,40.9,22.4,45.1,52.6,8.1,49.7,35.3,75.9,4.4,24.5,11.4
51079,Diagnosed HIV,5.2,51079,83.1,9.9,7,521,2764,3940,4973,5608,8727,11966,14764,24.5,5.2,39.2,46.9,13.4,14.4,7.6,92.4,58.6,34.9,60.6,12.4,41,10,29,24.1,29.4,8.2,44.9,5.2,91.8,55.1,94.8,27.3,57.5,24.8,72.7,42.5,75.2,88.1,77,89.1,17.6,16.1,36.4,28.6,54.6,46,55.3,63.4,7.3,52.5,38.5,82.5,4.5,42.9,8.3
51079,ED Heroin Overdose,26.1,51079,83.1,9.9,7,521,2764,3940,4973,5608,8727,11966,14764,24.5,5.2,39.2,46.9,13.4,14.4,7.6,92.4,58.6,34.9,60.6,12.4,41,10,29,24.1,29.4,8.2,44.9,5.2,91.8,55.1,94.8,27.3,57.5,24.8,72.7,42.5,75.2,88.1,77,89.1,17.6,16.1,36.4,28.6,54.6,46,55.3,63.4,7.3,52.5,38.5,82.5,4.5,42.9,8.3
